data,produto_id,nome_produto_x,categoria_x,quantidade_vendida,preco_unitario,ds,yhat,nome_produto_y,categoria_y
2024-07-07,prod_014,Pilhas,Diversos,57,27.52,2024-11-30,1366.6256205078312,Base,Cosméticos
2024-05-06,prod_007,Desinfetante,Limpeza,45,41.66,2024-11-30,1527.638736889167,Limpa Vidros,Limpeza
2024-09-08,prod_033,Nuggets,Congelados,38,22.43,2024-11-30,1370.8583788677397,Lasanha Congelada,Congelados
2024-09-05,prod_008,Energético,Bebidas,1,30.29,2024-11-30,1521.7651787243078,Sorvete,Congelados
2024-08-12,prod_037,Fio Dental,Higiene,16,13.07,2024-11-30,1496.8549106221392,Presunto,Frios e Laticínios
2024-09-22,prod_043,Creme Dental,Higiene,24,41.05,2024-11-30,1336.4224609079429,Condicionador,Higiene
2024-05-25,prod_026,Hambúrguer Congelado,Congelados,49,28.57,2024-11-30,1366.9350814546483,Leite Integral,Frios e Laticínios
2024-10-08,prod_021,Condicionador,Higiene,35,31.54,2024-11-30,1383.926075406138,Hambúrguer Congelado,Congelados
2024-08-17,prod_008,Energético,Bebidas,21,30.29,2024-11-30,1521.7651787243078,Sorvete,Congelados
2024-07-20,prod_010,Costela,Carnes,16,10.39,2024-11-30,1344.1082865451142,Bife de Alcatra,Carnes
2024-06-17,prod_010,Costela,Carnes,39,10.39,2024-11-30,1344.1082865451142,Bife de Alcatra,Carnes
2024-06-23,prod_007,Desinfetante,Limpeza,97,41.66,2024-11-30,1527.638736889167,Limpa Vidros,Limpeza
2024-07-20,prod_032,Água Mineral,Bebidas,32,11.12,2024-11-30,1530.6287463301446,Pão Francês,Padaria
2024-04-23,prod_029,Condicionador,Higiene,58,11.87,2024-11-30,1537.287760979408,Carvão para Churrasco,Diversos
2024-05-07,prod_034,Cerveja,Bebidas,50,46.47,2024-11-30,1640.183255056216,Papel Filme,Diversos
2024-08-19,prod_012,Loção Hidratante,Cosméticos,42,6.52,2024-11-30,1134.5062838805495,Suco de Laranja,Bebidas
2024-06-28,prod_021,Condicionador,Higiene,21,31.54,2024-11-30,1383.926075406138,Hambúrguer Congelado,Congelados
2024-10-03,prod_043,Creme Dental,Higiene,27,41.05,2024-11-30,1336.4224609079429,Condicionador,Higiene
2024-05-09,prod_038,Guardanapos,Diversos,79,35.43,2024-11-30,1533.8171808066024,Vinho Tinto,Bebidas
2024-07-08,prod_046,Peixe Congelado,Congelados,86,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-09-06,prod_031,Requeijão,Frios e Laticínios,4,40.28,2024-11-30,1551.2663254767594,Biscoito,Padaria
2024-09-08,prod_037,Fio Dental,Higiene,30,13.07,2024-11-30,1496.8549106221392,Presunto,Frios e Laticínios
2024-07-14,prod_034,Cerveja,Bebidas,96,46.47,2024-11-30,1640.183255056216,Papel Filme,Diversos
2024-10-15,prod_043,Creme Dental,Higiene,61,41.05,2024-11-30,1336.4224609079429,Condicionador,Higiene
2024-06-29,prod_031,Requeijão,Frios e Laticínios,57,40.28,2024-11-30,1551.2663254767594,Biscoito,Padaria
2024-07-08,prod_048,Condicionador,Higiene,23,24.66,2024-11-30,1505.1264611941092,Lasanha Congelada,Congelados
2024-05-11,prod_023,Fósforo,Diversos,10,6.76,2024-11-30,1558.8512950877998,Desinfetante,Limpeza
2024-08-29,prod_042,Farinha de Trigo,Alimentação,80,7.48,2024-11-30,1492.7891262132096,Açúcar,Alimentação
2024-08-24,prod_033,Nuggets,Congelados,94,22.43,2024-11-30,1370.8583788677397,Lasanha Congelada,Congelados
2024-06-13,prod_046,Peixe Congelado,Congelados,74,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-07-23,prod_006,Água Mineral,Bebidas,31,33.12,2024-11-30,1601.1793309251757,Costela,Carnes
2024-05-31,prod_037,Fio Dental,Higiene,54,13.07,2024-11-30,1496.8549106221392,Presunto,Frios e Laticínios
2024-07-08,prod_024,Perfume,Cosméticos,20,15.81,2024-11-30,2594.6055686525374,Perfume,Cosméticos
2024-10-12,prod_016,Manteiga,Frios e Laticínios,29,10.68,2024-11-30,1602.8620517841862,Croissant,Padaria
2024-07-27,prod_040,Hambúrguer Congelado,Congelados,78,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-09-26,prod_029,Condicionador,Higiene,98,11.87,2024-11-30,1537.287760979408,Carvão para Churrasco,Diversos
2024-09-21,prod_012,Loção Hidratante,Cosméticos,18,6.52,2024-11-30,1134.5062838805495,Suco de Laranja,Bebidas
2024-09-08,prod_005,Multiuso,Limpeza,20,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-10-14,prod_026,Hambúrguer Congelado,Congelados,88,28.57,2024-11-30,1366.9350814546483,Leite Integral,Frios e Laticínios
2024-07-31,prod_026,Hambúrguer Congelado,Congelados,53,28.57,2024-11-30,1366.9350814546483,Leite Integral,Frios e Laticínios
2024-07-03,prod_045,Biscoito,Padaria,13,23.74,2024-11-30,1569.600782792661,Desinfetante,Limpeza
2024-07-09,prod_012,Loção Hidratante,Cosméticos,95,6.52,2024-11-30,1134.5062838805495,Suco de Laranja,Bebidas
2024-06-06,prod_002,Desodorante,Higiene,23,10.5,2024-11-30,1559.326432389065,Desinfetante,Limpeza
2024-10-12,prod_025,Picanha,Carnes,67,28.87,2024-11-30,1619.4968051646013,Filé de Peito de Frango,Carnes
2024-07-11,prod_035,Loção Hidratante,Cosméticos,24,26.21,2024-11-30,1423.97693029008,Lâmpada,Diversos
2024-10-13,prod_015,Detergente,Limpeza,84,38.8,2024-11-30,1430.942761855685,Manteiga,Frios e Laticínios
2024-10-10,prod_049,Linguiça,Carnes,9,14.19,2024-11-30,1571.4364900452802,Energético,Bebidas
2024-05-25,prod_017,Amaciante,Limpeza,82,21.47,2024-11-30,1576.461218135125,Pão Integral,Padaria
2024-06-20,prod_048,Condicionador,Higiene,82,24.66,2024-11-30,1505.1264611941092,Lasanha Congelada,Congelados
2024-07-11,prod_030,Perfume,Cosméticos,93,36.85,2024-11-30,1486.212670359204,Vinho Tinto,Bebidas
2024-04-22,prod_030,Perfume,Cosméticos,32,36.85,2024-11-30,1486.212670359204,Vinho Tinto,Bebidas
2024-09-21,prod_005,Multiuso,Limpeza,67,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-10-01,prod_048,Condicionador,Higiene,67,24.66,2024-11-30,1505.1264611941092,Lasanha Congelada,Congelados
2024-04-24,prod_005,Multiuso,Limpeza,73,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-05-01,prod_003,Sabão em Pó,Limpeza,52,5.08,2024-11-30,1582.6254847891569,Manteiga,Frios e Laticínios
2024-06-02,prod_001,Sabão em Pó,Limpeza,73,23.35,2024-11-30,2254.720870695732,Sabão em Pó,Limpeza
2024-04-22,prod_017,Amaciante,Limpeza,83,21.47,2024-11-30,1576.461218135125,Pão Integral,Padaria
2024-05-29,prod_019,Papel Filme,Diversos,26,30.87,2024-11-30,1489.0666020246524,Esmalte,Cosméticos
2024-04-29,prod_042,Farinha de Trigo,Alimentação,20,7.48,2024-11-30,1492.7891262132096,Açúcar,Alimentação
2024-05-17,prod_048,Condicionador,Higiene,14,24.66,2024-11-30,1505.1264611941092,Lasanha Congelada,Congelados
2024-07-12,prod_019,Papel Filme,Diversos,9,30.87,2024-11-30,1489.0666020246524,Esmalte,Cosméticos
2024-06-16,prod_001,Sabão em Pó,Limpeza,51,23.35,2024-11-30,2254.720870695732,Sabão em Pó,Limpeza
2024-08-05,prod_028,Azeite de Oliva,Alimentação,29,6.99,2024-11-30,1497.0754394272983,Linguiça,Carnes
2024-06-21,prod_028,Azeite de Oliva,Alimentação,80,6.99,2024-11-30,1497.0754394272983,Linguiça,Carnes
2024-05-06,prod_040,Hambúrguer Congelado,Congelados,10,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-10-05,prod_037,Fio Dental,Higiene,86,13.07,2024-11-30,1496.8549106221392,Presunto,Frios e Laticínios
2024-05-14,prod_048,Condicionador,Higiene,15,24.66,2024-11-30,1505.1264611941092,Lasanha Congelada,Congelados
2024-06-14,prod_018,Presunto,Frios e Laticínios,46,47.02,2024-11-30,1466.0407218898556,Macarrão,Alimentação
2024-10-03,prod_001,Sabão em Pó,Limpeza,93,23.35,2024-11-30,2254.720870695732,Sabão em Pó,Limpeza
2024-10-17,prod_001,Sabão em Pó,Limpeza,1,23.35,2024-11-30,2254.720870695732,Sabão em Pó,Limpeza
2024-10-17,prod_042,Farinha de Trigo,Alimentação,24,7.48,2024-11-30,1492.7891262132096,Açúcar,Alimentação
2024-06-15,prod_025,Picanha,Carnes,55,28.87,2024-11-30,1619.4968051646013,Filé de Peito de Frango,Carnes
2024-09-18,prod_039,Peixe Congelado,Congelados,30,32.36,2024-11-30,1502.9551923797003,Feijão,Alimentação
2024-09-11,prod_022,Condicionador,Higiene,72,36.86,2024-11-30,1538.169528954254,Feijão,Alimentação
2024-09-25,prod_006,Água Mineral,Bebidas,98,33.12,2024-11-30,1601.1793309251757,Costela,Carnes
2024-07-08,prod_013,Perfume,Cosméticos,30,21.84,2024-11-30,1678.9102613361465,Manteiga,Frios e Laticínios
2024-07-25,prod_040,Hambúrguer Congelado,Congelados,27,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-04-22,prod_027,Hambúrguer Congelado,Congelados,57,42.77,2024-11-30,1325.1091744191249,Fio Dental,Higiene
2024-06-22,prod_034,Cerveja,Bebidas,51,46.47,2024-11-30,1640.183255056216,Papel Filme,Diversos
2024-08-04,prod_050,Desodorante,Higiene,3,25.41,2024-11-30,1350.7101483318484,Farinha de Trigo,Alimentação
2024-07-10,prod_044,Batata Frita Congelada,Congelados,41,13.67,2024-11-30,1539.6172481861358,Linguiça,Carnes
2024-05-20,prod_039,Peixe Congelado,Congelados,5,32.36,2024-11-30,1502.9551923797003,Feijão,Alimentação
2024-09-27,prod_019,Papel Filme,Diversos,16,30.87,2024-11-30,1489.0666020246524,Esmalte,Cosméticos
2024-07-10,prod_016,Manteiga,Frios e Laticínios,32,10.68,2024-11-30,1602.8620517841862,Croissant,Padaria
2024-07-17,prod_005,Multiuso,Limpeza,19,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-09-10,prod_019,Papel Filme,Diversos,20,30.87,2024-11-30,1489.0666020246524,Esmalte,Cosméticos
2024-07-22,prod_037,Fio Dental,Higiene,3,13.07,2024-11-30,1496.8549106221392,Presunto,Frios e Laticínios
2024-09-30,prod_023,Fósforo,Diversos,100,6.76,2024-11-30,1558.8512950877998,Desinfetante,Limpeza
2024-06-20,prod_017,Amaciante,Limpeza,12,21.47,2024-11-30,1576.461218135125,Pão Integral,Padaria
2024-06-01,prod_016,Manteiga,Frios e Laticínios,2,10.68,2024-11-30,1602.8620517841862,Croissant,Padaria
2024-05-23,prod_044,Batata Frita Congelada,Congelados,43,13.67,2024-11-30,1539.6172481861358,Linguiça,Carnes
2024-09-27,prod_007,Desinfetante,Limpeza,92,41.66,2024-11-30,1527.638736889167,Limpa Vidros,Limpeza
2024-09-28,prod_037,Fio Dental,Higiene,37,13.07,2024-11-30,1496.8549106221392,Presunto,Frios e Laticínios
2024-09-20,prod_045,Biscoito,Padaria,76,23.74,2024-11-30,1569.600782792661,Desinfetante,Limpeza
2024-05-16,prod_046,Peixe Congelado,Congelados,36,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-05-30,prod_043,Creme Dental,Higiene,33,41.05,2024-11-30,1336.4224609079429,Condicionador,Higiene
2024-05-19,prod_006,Água Mineral,Bebidas,32,33.12,2024-11-30,1601.1793309251757,Costela,Carnes
2024-09-18,prod_018,Presunto,Frios e Laticínios,29,47.02,2024-11-30,1466.0407218898556,Macarrão,Alimentação
2024-08-10,prod_046,Peixe Congelado,Congelados,23,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-07-14,prod_018,Presunto,Frios e Laticínios,55,47.02,2024-11-30,1466.0407218898556,Macarrão,Alimentação
2024-10-16,prod_039,Peixe Congelado,Congelados,100,32.36,2024-11-30,1502.9551923797003,Feijão,Alimentação
2024-04-29,prod_012,Loção Hidratante,Cosméticos,40,6.52,2024-11-30,1134.5062838805495,Suco de Laranja,Bebidas
2024-09-16,prod_022,Condicionador,Higiene,100,36.86,2024-11-30,1538.169528954254,Feijão,Alimentação
2024-07-26,prod_014,Pilhas,Diversos,54,27.52,2024-11-30,1366.6256205078312,Base,Cosméticos
2024-08-18,prod_022,Condicionador,Higiene,46,36.86,2024-11-30,1538.169528954254,Feijão,Alimentação
2024-10-06,prod_017,Amaciante,Limpeza,25,21.47,2024-11-30,1576.461218135125,Pão Integral,Padaria
2024-10-09,prod_004,Energético,Bebidas,61,39.46,2024-11-30,1454.1478280586434,Fósforo,Diversos
2024-05-27,prod_034,Cerveja,Bebidas,65,46.47,2024-11-30,1640.183255056216,Papel Filme,Diversos
2024-06-08,prod_045,Biscoito,Padaria,51,23.74,2024-11-30,1569.600782792661,Desinfetante,Limpeza
2024-06-09,prod_022,Condicionador,Higiene,66,36.86,2024-11-30,1538.169528954254,Feijão,Alimentação
2024-07-13,prod_022,Condicionador,Higiene,59,36.86,2024-11-30,1538.169528954254,Feijão,Alimentação
2024-08-15,prod_049,Linguiça,Carnes,11,14.19,2024-11-30,1571.4364900452802,Energético,Bebidas
2024-06-13,prod_027,Hambúrguer Congelado,Congelados,2,42.77,2024-11-30,1325.1091744191249,Fio Dental,Higiene
2024-05-18,prod_030,Perfume,Cosméticos,15,36.85,2024-11-30,1486.212670359204,Vinho Tinto,Bebidas
2024-07-08,prod_011,Peixe Congelado,Congelados,51,23.12,2024-11-30,1433.2102699303432,Sabonete,Higiene
2024-08-08,prod_011,Peixe Congelado,Congelados,1,23.12,2024-11-30,1433.2102699303432,Sabonete,Higiene
2024-07-30,prod_019,Papel Filme,Diversos,44,30.87,2024-11-30,1489.0666020246524,Esmalte,Cosméticos
2024-09-02,prod_040,Hambúrguer Congelado,Congelados,43,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-05-21,prod_040,Hambúrguer Congelado,Congelados,7,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-08-13,prod_002,Desodorante,Higiene,94,10.5,2024-11-30,1559.326432389065,Desinfetante,Limpeza
2024-08-13,prod_003,Sabão em Pó,Limpeza,34,5.08,2024-11-30,1582.6254847891569,Manteiga,Frios e Laticínios
2024-08-29,prod_018,Presunto,Frios e Laticínios,11,47.02,2024-11-30,1466.0407218898556,Macarrão,Alimentação
2024-05-19,prod_013,Perfume,Cosméticos,29,21.84,2024-11-30,1678.9102613361465,Manteiga,Frios e Laticínios
2024-07-05,prod_011,Peixe Congelado,Congelados,97,23.12,2024-11-30,1433.2102699303432,Sabonete,Higiene
2024-09-18,prod_044,Batata Frita Congelada,Congelados,53,13.67,2024-11-30,1539.6172481861358,Linguiça,Carnes
2024-08-19,prod_045,Biscoito,Padaria,93,23.74,2024-11-30,1569.600782792661,Desinfetante,Limpeza
2024-08-05,prod_013,Perfume,Cosméticos,13,21.84,2024-11-30,1678.9102613361465,Manteiga,Frios e Laticínios
2024-08-27,prod_016,Manteiga,Frios e Laticínios,39,10.68,2024-11-30,1602.8620517841862,Croissant,Padaria
2024-06-18,prod_041,Amaciante,Limpeza,36,27.1,2024-11-30,1591.5433289430614,Fósforo,Diversos
2024-05-29,prod_025,Picanha,Carnes,6,28.87,2024-11-30,1619.4968051646013,Filé de Peito de Frango,Carnes
2024-05-31,prod_015,Detergente,Limpeza,74,38.8,2024-11-30,1430.942761855685,Manteiga,Frios e Laticínios
2024-09-04,prod_016,Manteiga,Frios e Laticínios,59,10.68,2024-11-30,1602.8620517841862,Croissant,Padaria
2024-05-25,prod_036,Creme Dental,Higiene,31,32.87,2024-11-30,1667.2522033960106,Sabonete Líquido,Higiene
2024-07-10,prod_047,Frango,Carnes,95,34.68,2024-11-30,1297.9309525244728,Torta de Frango,Padaria
2024-08-22,prod_039,Peixe Congelado,Congelados,43,32.36,2024-11-30,1502.9551923797003,Feijão,Alimentação
2024-05-31,prod_009,Presunto,Frios e Laticínios,80,12.19,2024-11-30,1424.3250507345297,Arroz,Alimentação
2024-09-27,prod_017,Amaciante,Limpeza,24,21.47,2024-11-30,1576.461218135125,Pão Integral,Padaria
2024-06-04,prod_009,Presunto,Frios e Laticínios,4,12.19,2024-11-30,1424.3250507345297,Arroz,Alimentação
2024-09-28,prod_019,Papel Filme,Diversos,29,30.87,2024-11-30,1489.0666020246524,Esmalte,Cosméticos
2024-05-06,prod_028,Azeite de Oliva,Alimentação,87,6.99,2024-11-30,1497.0754394272983,Linguiça,Carnes
2024-10-01,prod_018,Presunto,Frios e Laticínios,1,47.02,2024-11-30,1466.0407218898556,Macarrão,Alimentação
2024-09-23,prod_043,Creme Dental,Higiene,12,41.05,2024-11-30,1336.4224609079429,Condicionador,Higiene
2024-07-30,prod_038,Guardanapos,Diversos,89,35.43,2024-11-30,1533.8171808066024,Vinho Tinto,Bebidas
2024-07-01,prod_036,Creme Dental,Higiene,73,32.87,2024-11-30,1667.2522033960106,Sabonete Líquido,Higiene
2024-07-29,prod_019,Papel Filme,Diversos,38,30.87,2024-11-30,1489.0666020246524,Esmalte,Cosméticos
2024-08-06,prod_043,Creme Dental,Higiene,22,41.05,2024-11-30,1336.4224609079429,Condicionador,Higiene
2024-08-22,prod_021,Condicionador,Higiene,61,31.54,2024-11-30,1383.926075406138,Hambúrguer Congelado,Congelados
2024-10-06,prod_029,Condicionador,Higiene,75,11.87,2024-11-30,1537.287760979408,Carvão para Churrasco,Diversos
2024-09-30,prod_001,Sabão em Pó,Limpeza,2,23.35,2024-11-30,2254.720870695732,Sabão em Pó,Limpeza
2024-09-08,prod_011,Peixe Congelado,Congelados,16,23.12,2024-11-30,1433.2102699303432,Sabonete,Higiene
2024-08-03,prod_034,Cerveja,Bebidas,88,46.47,2024-11-30,1640.183255056216,Papel Filme,Diversos
2024-09-20,prod_026,Hambúrguer Congelado,Congelados,47,28.57,2024-11-30,1366.9350814546483,Leite Integral,Frios e Laticínios
2024-05-22,prod_034,Cerveja,Bebidas,14,46.47,2024-11-30,1640.183255056216,Papel Filme,Diversos
2024-08-05,prod_020,Farinha de Trigo,Alimentação,34,5.56,2024-11-30,1491.4639314415322,Sorvete,Congelados
2024-10-06,prod_032,Água Mineral,Bebidas,79,11.12,2024-11-30,1530.6287463301446,Pão Francês,Padaria
2024-09-10,prod_003,Sabão em Pó,Limpeza,31,5.08,2024-11-30,1582.6254847891569,Manteiga,Frios e Laticínios
2024-09-08,prod_044,Batata Frita Congelada,Congelados,55,13.67,2024-11-30,1539.6172481861358,Linguiça,Carnes
2024-06-01,prod_029,Condicionador,Higiene,5,11.87,2024-11-30,1537.287760979408,Carvão para Churrasco,Diversos
2024-08-01,prod_031,Requeijão,Frios e Laticínios,79,40.28,2024-11-30,1551.2663254767594,Biscoito,Padaria
2024-06-30,prod_045,Biscoito,Padaria,30,23.74,2024-11-30,1569.600782792661,Desinfetante,Limpeza
2024-06-14,prod_035,Loção Hidratante,Cosméticos,13,26.21,2024-11-30,1423.97693029008,Lâmpada,Diversos
2024-09-09,prod_032,Água Mineral,Bebidas,21,11.12,2024-11-30,1530.6287463301446,Pão Francês,Padaria
2024-08-25,prod_026,Hambúrguer Congelado,Congelados,79,28.57,2024-11-30,1366.9350814546483,Leite Integral,Frios e Laticínios
2024-04-25,prod_043,Creme Dental,Higiene,99,41.05,2024-11-30,1336.4224609079429,Condicionador,Higiene
2024-09-25,prod_022,Condicionador,Higiene,76,36.86,2024-11-30,1538.169528954254,Feijão,Alimentação
2024-05-02,prod_004,Energético,Bebidas,36,39.46,2024-11-30,1454.1478280586434,Fósforo,Diversos
2024-08-03,prod_018,Presunto,Frios e Laticínios,41,47.02,2024-11-30,1466.0407218898556,Macarrão,Alimentação
2024-10-12,prod_001,Sabão em Pó,Limpeza,37,23.35,2024-11-30,2254.720870695732,Sabão em Pó,Limpeza
2024-07-26,prod_003,Sabão em Pó,Limpeza,60,5.08,2024-11-30,1582.6254847891569,Manteiga,Frios e Laticínios
2024-07-04,prod_033,Nuggets,Congelados,31,22.43,2024-11-30,1370.8583788677397,Lasanha Congelada,Congelados
2024-05-22,prod_005,Multiuso,Limpeza,60,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-06-29,prod_030,Perfume,Cosméticos,20,36.85,2024-11-30,1486.212670359204,Vinho Tinto,Bebidas
2024-07-18,prod_002,Desodorante,Higiene,2,10.5,2024-11-30,1559.326432389065,Desinfetante,Limpeza
2024-10-12,prod_019,Papel Filme,Diversos,8,30.87,2024-11-30,1489.0666020246524,Esmalte,Cosméticos
2024-10-09,prod_034,Cerveja,Bebidas,85,46.47,2024-11-30,1640.183255056216,Papel Filme,Diversos
2024-09-06,prod_025,Picanha,Carnes,22,28.87,2024-11-30,1619.4968051646013,Filé de Peito de Frango,Carnes
2024-06-01,prod_005,Multiuso,Limpeza,64,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-05-07,prod_014,Pilhas,Diversos,23,27.52,2024-11-30,1366.6256205078312,Base,Cosméticos
2024-07-31,prod_018,Presunto,Frios e Laticínios,54,47.02,2024-11-30,1466.0407218898556,Macarrão,Alimentação
2024-07-25,prod_016,Manteiga,Frios e Laticínios,20,10.68,2024-11-30,1602.8620517841862,Croissant,Padaria
2024-08-02,prod_027,Hambúrguer Congelado,Congelados,10,42.77,2024-11-30,1325.1091744191249,Fio Dental,Higiene
2024-08-06,prod_013,Perfume,Cosméticos,44,21.84,2024-11-30,1678.9102613361465,Manteiga,Frios e Laticínios
2024-06-08,prod_024,Perfume,Cosméticos,48,15.81,2024-11-30,2594.6055686525374,Perfume,Cosméticos
2024-09-05,prod_004,Energético,Bebidas,9,39.46,2024-11-30,1454.1478280586434,Fósforo,Diversos
2024-10-19,prod_010,Costela,Carnes,32,10.39,2024-11-30,1344.1082865451142,Bife de Alcatra,Carnes
2024-04-23,prod_048,Condicionador,Higiene,39,24.66,2024-11-30,1505.1264611941092,Lasanha Congelada,Congelados
2024-09-26,prod_040,Hambúrguer Congelado,Congelados,64,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-08-15,prod_023,Fósforo,Diversos,26,6.76,2024-11-30,1558.8512950877998,Desinfetante,Limpeza
2024-06-12,prod_040,Hambúrguer Congelado,Congelados,98,26.23,2024-11-30,1492.8087852485123,Café,Alimentação
2024-06-01,prod_042,Farinha de Trigo,Alimentação,76,7.48,2024-11-30,1492.7891262132096,Açúcar,Alimentação
2024-09-22,prod_005,Multiuso,Limpeza,11,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-09-04,prod_018,Presunto,Frios e Laticínios,63,47.02,2024-11-30,1466.0407218898556,Macarrão,Alimentação
2024-08-08,prod_028,Azeite de Oliva,Alimentação,61,6.99,2024-11-30,1497.0754394272983,Linguiça,Carnes
2024-06-22,prod_015,Detergente,Limpeza,5,38.8,2024-11-30,1430.942761855685,Manteiga,Frios e Laticínios
2024-07-29,prod_041,Amaciante,Limpeza,56,27.1,2024-11-30,1591.5433289430614,Fósforo,Diversos
2024-05-18,prod_035,Loção Hidratante,Cosméticos,2,26.21,2024-11-30,1423.97693029008,Lâmpada,Diversos
2024-09-21,prod_038,Guardanapos,Diversos,9,35.43,2024-11-30,1533.8171808066024,Vinho Tinto,Bebidas
2024-09-16,prod_026,Hambúrguer Congelado,Congelados,65,28.57,2024-11-30,1366.9350814546483,Leite Integral,Frios e Laticínios
2024-05-20,prod_002,Desodorante,Higiene,28,10.5,2024-11-30,1559.326432389065,Desinfetante,Limpeza
2024-05-28,prod_029,Condicionador,Higiene,74,11.87,2024-11-30,1537.287760979408,Carvão para Churrasco,Diversos
2024-09-29,prod_038,Guardanapos,Diversos,90,35.43,2024-11-30,1533.8171808066024,Vinho Tinto,Bebidas
2024-08-03,prod_018,Presunto,Frios e Laticínios,57,47.02,2024-11-30,1466.0407218898556,Macarrão,Alimentação
2024-06-28,prod_032,Água Mineral,Bebidas,31,11.12,2024-11-30,1530.6287463301446,Pão Francês,Padaria
2024-08-28,prod_035,Loção Hidratante,Cosméticos,93,26.21,2024-11-30,1423.97693029008,Lâmpada,Diversos
2024-08-20,prod_031,Requeijão,Frios e Laticínios,14,40.28,2024-11-30,1551.2663254767594,Biscoito,Padaria
2024-07-31,prod_031,Requeijão,Frios e Laticínios,71,40.28,2024-11-30,1551.2663254767594,Biscoito,Padaria
2024-05-23,prod_009,Presunto,Frios e Laticínios,51,12.19,2024-11-30,1424.3250507345297,Arroz,Alimentação
2024-06-19,prod_013,Perfume,Cosméticos,62,21.84,2024-11-30,1678.9102613361465,Manteiga,Frios e Laticínios
2024-08-28,prod_005,Multiuso,Limpeza,94,30.45,2024-11-30,2742.6184495315906,Multiuso,Limpeza
2024-10-06,prod_016,Manteiga,Frios e Laticínios,16,10.68,2024-11-30,1602.8620517841862,Croissant,Padaria
2024-08-13,prod_029,Condicionador,Higiene,87,11.87,2024-11-30,1537.287760979408,Carvão para Churrasco,Diversos
2024-05-05,prod_033,Nuggets,Congelados,79,22.43,2024-11-30,1370.8583788677397,Lasanha Congelada,Congelados
2024-08-19,prod_043,Creme Dental,Higiene,86,41.05,2024-11-30,1336.4224609079429,Condicionador,Higiene
2024-08-14,prod_001,Sabão em Pó,Limpeza,84,23.35,2024-11-30,2254.720870695732,Sabão em Pó,Limpeza
2024-10-18,prod_045,Biscoito,Padaria,4,23.74,2024-11-30,1569.600782792661,Desinfetante,Limpeza
2024-08-28,prod_046,Peixe Congelado,Congelados,29,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-06-15,prod_017,Amaciante,Limpeza,25,21.47,2024-11-30,1576.461218135125,Pão Integral,Padaria
2024-09-25,prod_028,Azeite de Oliva,Alimentação,77,6.99,2024-11-30,1497.0754394272983,Linguiça,Carnes
2024-10-02,prod_036,Creme Dental,Higiene,100,32.87,2024-11-30,1667.2522033960106,Sabonete Líquido,Higiene
2024-06-18,prod_027,Hambúrguer Congelado,Congelados,72,42.77,2024-11-30,1325.1091744191249,Fio Dental,Higiene
2024-07-24,prod_020,Farinha de Trigo,Alimentação,98,5.56,2024-11-30,1491.4639314415322,Sorvete,Congelados
2024-09-13,prod_022,Condicionador,Higiene,75,36.86,2024-11-30,1538.169528954254,Feijão,Alimentação
2024-07-18,prod_015,Detergente,Limpeza,1,38.8,2024-11-30,1430.942761855685,Manteiga,Frios e Laticínios
2024-06-19,prod_037,Fio Dental,Higiene,95,13.07,2024-11-30,1496.8549106221392,Presunto,Frios e Laticínios
2024-06-20,prod_047,Frango,Carnes,1,34.68,2024-11-30,1297.9309525244728,Torta de Frango,Padaria
2024-05-19,prod_003,Sabão em Pó,Limpeza,38,5.08,2024-11-30,1582.6254847891569,Manteiga,Frios e Laticínios
2024-09-22,prod_035,Loção Hidratante,Cosméticos,23,26.21,2024-11-30,1423.97693029008,Lâmpada,Diversos
2024-08-27,prod_046,Peixe Congelado,Congelados,44,14.54,2024-11-30,1351.3873691568078,Loção Hidratante,Cosméticos
2024-09-14,prod_029,Condicionador,Higiene,5,11.87,2024-11-30,1537.287760979408,Carvão para Churrasco,Diversos
2024-08-14,prod_041,Amaciante,Limpeza,50,27.1,2024-11-30,1591.5433289430614,Fósforo,Diversos
2024-06-24,prod_020,Farinha de Trigo,Alimentação,3,5.56,2024-11-30,1491.4639314415322,Sorvete,Congelados
2024-05-02,prod_001,Sabão em Pó,Limpeza,18,23.35,2024-11-30,2254.720870695732,Sabão em Pó,Limpeza
